name
Addalachchenai 344/C
Addalachchenai Central
Kalupura East 110/A
Kalupura North 643/B
Kalupura Pahala 746/B
Kalupura South
Kalupura South 793/A
Kalupura West
Kalutara
Kalutara 90
Kalutara Central 199/C
Kalutara East 871
Kalutara East 894
Kalutara East 94
Kalutara North 165/B
Kalutara Pahala 343
Kalutara Pahala 478
Kalutara Pahala 486/A
Kalutara Pahala 799/B
Kalutara Pahala 875/A
Kalutara South
Kalutara South 527/A
Kalutara West
Kalutara West 460/B
Kalutota
Kalutota 439/A
Kalutota Central 20/C
Kalutota East 674
Kalutota Ihala 432/C
Kalutota Ihala 664/B
Kalutota North 288/B
Kalutota Pahala
Kalutota Pahala 492/C
Kalutota Pahala 6/A
Kalutota South
Kalutota South 584/C
Kalutota West
Kalutota West 109
Kaluwatta
Kaluwatta 795/C
Kaluwatta 83/C
Kaluwatta Central
Kaluwatta Central 180/B
Kaluwatta Central 983/B
Kaluwatta East 807/C
Kaluwatta East 889
Kaluwatta East 937/C
Kaluwatta Ihala 543/A
Kaluwatta North 95/C
Kaluwatta Pahala
Kaluwatta Pahala 600/C
Kaluwatta South 77
Kaluwatta West
Kaluwela 657/A
Kaluwela Central
Kaluwela Central 121/B
Kaluwela Central 128/A
Kaluwela Central 373/B
Kaluwela East 250/B
Kaluwela East 496/A
Kaluwela Ihala 148/A
Kaluwela North 796/C
Kaluwela North 985
Kaluwela Pahala
Kaluwela Pahala 181/C
Kamburupitiya
Kamburupitiya 922
Kamburupitiya Central
Kamburupitiya Central 714/B
Kamburupitiya East
Kamburupitiya East 75/C
Kamburupitiya East 825
Kamburupitiya Ihala
Kamburupitiya Ihala 240/C
Kamburupitiya North
Kamburupitiya Pahala 371/B
Kamburupitiya South
Kamburupitiya South 414
Kamburupitiya West
Kamburupitiya West 373/C
Kamburupitiya West 615
Kamburupitiya West 7/B
Kandaketiya
Kandaketiya 948
Kandaketiya Central
Kandaketiya Central 369/C
Kandaketiya Central 453/B
Kandaketiya Central 742/B
Kandaketiya East
Kandaketiya East 851/C
Kandaketiya Ihala 586/B
Kandaketiya Ihala 938/A
Kandaketiya North
Kandaketiya North 58
Kandaketiya North 723/A
Kandaketiya North 755/A
Kandaketiya Pahala
Kandaketiya Pahala 220
Kandaketiya Pahala 65
Kandaketiya Pahala 878/A
Kandaketiya West
Kandaketiya West 490/A
Kandavalai
Kandavalai 107/C
Kandavalai 223/C
Kandavalai 62/C
Kandavalai 651/B
Kandavalai 66/B
Kandavalai 981/A
Kandavalai Central
Kandavalai Central 538/C
Kandavalai Central 607/B
Kandavalai Central 670/B
Kandavalai East 346/A
Kandavalai East 358/A
Kandavalai East 381/C
Kandavalai Ihala
Kandavalai Ihala 660
Kandavalai North
Kandavalai North 63/B
Kandavalai Pahala
Kandavalai Pahala 278/A
Kandavalai Pahala 33/A
Kandavalai Pahala 639/C
Kandavalai Pahala 824/C
Kandavalai South
Kandavalai South 783
Kandavalai West 544/B
Kandavalai West 63/C
Kandavalai West 657
Kandavalai West 689/C
Kandavalai West 783/B
Kandy
Kandy 607/C
Kandy Central
Kandy Central 209/C
Kandy Central 290/C
Kandy East
Kandy East 781/B
Kandy Ihala
Kandy Ihala 121/A
Kandy Ihala 634/C
Kandy North 119/C
Kandy North 775/B
Kandy South
Kantale
Kantale East
Kantale Ihala
Kantale Pahala
Kantale South
Kantale South 328
Kantale South 423
Kantale South 790/A
Kantale West 746
Karachchi
Karachchi 157/A
Karachchi 935/A
Karachchi Central
Karachchi Central 321/A
Karachchi Central 620
Karachchi East 277
Karachchi Ihala
Karachchi Ihala 771/B
Karachchi Ihala 817/B
Karachchi North
Karachchi North 48
Karachchi North 508/A
Karachchi North 659
Karachchi North 890
Karachchi North 926/C
Karachchi South
Karachchi South 314/A
Karachchi South 889/B
Karachchi West
Karainagar 571/A
Karainagar Central
Karainagar Central 788/C
Karainagar Central 973/C
Karainagar East
Karainagar East 682/A
Karainagar East 710/B
Karainagar Ihala
Karainagar North
Karainagar North 92/A
Karainagar Pahala 484/B
Karainagar Pahala 59/C
Karainagar South
Karainagar South 297
Karainagar West
Karainagar West 24
Karainagar West 84/B
Karaitivu 691/A
Karaitivu 846
Karaitivu Central 181/C
Karaitivu Central 446/C
Karaitivu East
Karaitivu East 976
Karaitivu Ihala
Karaitivu Ihala 748/B
Karaitivu North 129/A
Karaitivu North 276
Karaitivu North 355/C
Karaitivu North 602/B
Karaitivu Pahala 917/C
Karaitivu Pahala 976
Karaitivu South 122
Karaitivu South 509/A
Karaitivu West
Karaitivu West 861
Karandeniya
Karandeniya 696/B
Karandeniya 780/C
Karandeniya Central
Karandeniya Central 445/A
Karandeniya Central 479
Karandeniya Central 756/A
Karandeniya East
Karandeniya East 322/C
Karandeniya East 572/A
Karandeniya East 615
Karandeniya Ihala 46/A
Karandeniya Ihala 996/B
Karandeniya North
Karandeniya North 73/B
Karandeniya Pahala 432/C
Karandeniya Pahala 950
Karandeniya South
Karandeniya South 985/A
Karandeniya West
Karandeniya West 652/B
Karandeniya West 728
Karaveddy
Karaveddy 552/B
Karaveddy Central
Karaveddy Central 707/C
Karaveddy East 54/C
Karaveddy Ihala
Karaveddy Ihala 714/C
Karaveddy North
Karaveddy North 508/A
Karaveddy North 884/C
Karaveddy South
Karaveddy South 787/C
Karaveddy West
Karaveddy West 308/B
Karaveddy West 410/B
Karaveddy West 54/B
Karaveddy West 972/C
Karuwalagaswewa
Karuwalagaswewa 777/A
Karuwalagaswewa Central
Karuwalagaswewa Central 388/A
Karuwalagaswewa Central 476/B
Karuwalagaswewa East
Karuwalagaswewa East 17/B
Karuwalagaswewa East 39/A
Karuwalagaswewa East 545/C
Karuwalagaswewa East 594/C
Karuwalagaswewa Ihala
Karuwalagaswewa Ihala 418
Karuwalagaswewa Ihala 755/C
Karuwalagaswewa Ihala 772/C
Karuwalagaswewa North
Karuwalagaswewa North 404
Karuwalagaswewa Pahala 134/B
Karuwalagaswewa Pahala 668/A
Karuwalagaswewa South 35
Karuwalagaswewa West 328/C
Karuwalagaswewa West 605/B
Katana
Katana 166/C
Katana 761
Katana Central
Katana Central 186/A
Katana Ihala
Katana Ihala 204/A
Katana Ihala 680/B
Katana Ihala 96/A
Katana Ihala 964/C
Katana North
Katana North 431/A
Katana North 882
Katana North 966
Katana Pahala
Katana Pahala 263/B
Katana West
Katana West 53/C
Katana West 63/A
Kataragama 616/A
Kataragama 64/A
Kataragama 782/B
Kataragama Central 169
Kataragama Central 765/B
Kataragama Central 991
Kataragama East 48/A
Kataragama East 623/C
Kataragama East 642
Kataragama East 731/A
Kataragama Ihala
Kataragama Ihala 649/C
Kataragama Ihala 741/B
Kataragama North
Kataragama Pahala
Kataragama Pahala 614/B
Kataragama South
Kataragama West 65/A
Kattankudy
Kattankudy 337/C
Kattankudy Central
Kattankudy Central 310/C
Kattankudy Central 4/C
Kattankudy Central 858/A
Kattankudy Ihala
Kattankudy Ihala 628
Kattankudy Ihala 809/C
Kattankudy North
Kattankudy North 627/B
Kattankudy Pahala 45/A
Kattankudy South 227/B
Kattankudy South 252/B
Kattankudy West
Kattankudy West 169/B
Kattankudy West 423/B
Kattankudy West 499/B
Kattankudy West 817/B
Kattankudy West 92/C
Katuwana
Katuwana 398/A
Katuwana Central
Katuwana Central 386/A
Katuwana East 406/B
Katuwana East 45
Katuwana East 473
Katuwana East 769
Katuwana East 815/A
Katuwana Ihala
Katuwana Ihala 196
Katuwana Ihala 607/C
Katuwana Ihala 699/C
Katuwana North
Katuwana North 424/A
Katuwana Pahala
Katuwana South 574/A
Katuwana South 706/B
Katuwana West
Katuwana West 569
Katuwana West 682/C
Katuwana West 880/A
Kayts
Kayts 23/C
Kayts 480/C
Kayts 560
Kayts 738/A
Kayts East 736
Kayts East 920/B
Kayts Ihala
Kayts North
Kayts North 267/A
Kayts Pahala
Kayts Pahala 743/A
Kayts Pahala 981
Kayts South 43/B
Kayts West 425
Kayts West 661/C
Kayts West 780/A
Kayts West 955/A
Kebithigollewa 552/A
Kebithigollewa 695/B
Kebithigollewa 908
Kebithigollewa 936
Kebithigollewa Central
Kebithigollewa Central 860/C
Kebithigollewa Central 93
Kebithigollewa East
Kebithigollewa East 437
Kebithigollewa East 933/C
Kebithigollewa Ihala 227
Kebithigollewa Ihala 278/A
Kebithigollewa Ihala 611/C
Kebithigollewa North 491
Kebithigollewa Pahala
Kebithigollewa Pahala 469/C
Kebithigollewa Pahala 585/C
Kebithigollewa Pahala 764/C
Kebithigollewa Pahala 93/A
Kebithigollewa South
Kebithigollewa South 837/C
Kebithigollewa South 918/A
Kebithigollewa West
Kebithigollewa West 925/C
Kegalle 143/B
Kegalle 654/B
Kegalle Central
Kegalle Central 190
Kegalle Central 345
Kegalle East
Kegalle East 259/A
Kegalle East 588/C
Kegalle Ihala
Kegalle Ihala 361
Kegalle North
Kegalle North 149/B
Kegalle North 844/A
Kegalle Pahala
Kegalle South
Kegalle South 173
Kegalle South 76/A
Kegalle South 963/A
Kegalle West 751/C
Kegalle West 799/C
Kegalle West 800/B
Kekirawa 141
Kekirawa 589/C
Kekirawa Central
Kekirawa Central 188/C
Kekirawa Central 8/C
Kekirawa East 499/C
Kekirawa East 674/A
Kekirawa East 730/C
Kekirawa Ihala
Kekirawa Ihala 111/B
Kekirawa Ihala 923/A
Kekirawa Ihala 935/A
Kekirawa North
Kekirawa North 613/C
Kekirawa North 628/C
Kekirawa North 664/C
Kekirawa Pahala 225/C
Kekirawa Pahala 354/B
Kekirawa Pahala 458
Kekirawa Pahala 571
Kekirawa Pahala 933/B
Kekirawa South 19/C
Kekirawa South 61/A
Kekirawa West
Kekirawa West 2/B
Kekirawa West 697/A
Kekirawa West 833
Kelaniya 880
Kelaniya Central 582
Kelaniya East 6/B
Kelaniya Ihala
Kelaniya Ihala 315/B
Kelaniya Ihala 639/C
Kelaniya Pahala
Kelaniya Pahala 110/B
Kelaniya South 144/A
Kelaniya West 509/B
Kelaniya West 600/A
Kesbewa 50
Kesbewa 521
Kesbewa Central 797
Kesbewa Central 984
Kesbewa East
Kesbewa East 374/C
Kesbewa Ihala
Kesbewa Ihala 789/B
Kesbewa North
Kesbewa North 146/B
Kesbewa Pahala
Kesbewa Pahala 859/C
Kesbewa Pahala 865/B
Kesbewa South
Kesbewa South 610/C
Kesbewa West 492
Kilinochchi
Kilinochchi 872/A
Kilinochchi Central
Kilinochchi Central 232/C
Kilinochchi Central 370
Kilinochchi Central 383/C
Kilinochchi East 214
Kilinochchi East 273/C
Kilinochchi East 36
Kilinochchi East 38
Kilinochchi East 914
Kilinochchi Ihala 131/A
Kilinochchi Ihala 564/A
Kilinochchi Ihala 961
Kilinochchi North 779/A
Kilinochchi Pahala 434/A
Kilinochchi South 187
Kilinochchi West
Kilinochchi West 570/B
Kilinochchi West 96/A
Kinniya
Kinniya 279
Kinniya Central 876
Kinniya East 931/A
Kinniya Ihala
Kinniya Ihala 870
Kinniya North
Kinniya North 503/A
Kinniya North 591/C
Kinniya North 978/A
Kinniya Pahala 578/B
Kinniya Pahala 618/A
Kinniya Pahala 921/C
Kinniya South 571/B
Kinniya South 999/C
Kinniya West
Kinniya West 375
Kiriella 18/A
Kiriella 341/B
Kiriella 577/A
Kiriella 914
Kiriella Central
Kiriella East 1
Kiriella Ihala
Kiriella Ihala 360/B
Kiriella Ihala 552/B
Kiriella Ihala 870/B
Kiriella Ihala 90/B
Kiriella Ihala 935/C
Kiriella North
Kiriella North 456/B
Kiriella Pahala 358/B
Kiriella South
Kiriella South 254/B
Kiriella South 764
Kiriella West
Kiriella West 654/B
Kiriella West 738/A
Kolonnawa 231
Kolonnawa 247/A
Kolonnawa Central 885
Kolonnawa Central 895/A
Kolonnawa East
Kolonnawa East 619/A
Kolonnawa East 752/A
Kolonnawa Ihala
Kolonnawa Ihala 424
Kolonnawa Ihala 524/A
Kolonnawa Pahala
Kolonnawa Pahala 416/B
Kolonnawa Pahala 658
Kolonnawa South
Kolonnawa West
Kolonnawa West 100/C
Kolonnawa West 128/B
Kolonnawa West 215/A
Kopay 267/A
Kopay 35/A
Kopay 470
Kopay 588/A
Kopay Central
Kopay East
Kopay East 643
Kopay East 859/B
Kopay East 891
Kopay Ihala
Kopay Ihala 541/B
Kopay Ihala 761/B
Kopay North
Kopay North 160/B
Kopay North 325/B
Kopay North 329
Kopay North 525/A
Kopay North 723/B
Kopay Pahala
Kopay Pahala 879
Kopay Pahala 913/B
Kopay South
Kopay South 918/A
Kopay West
Kopay West 762/B
Koralai
Koralai 294/A
Koralai 305/A
Koralai 666/C
Koralai Central 599/A
Koralai Central 813/C
Koralai East 501/A
Koralai East 519
Koralai Ihala
Koralai Ihala 536/A
Koralai Ihala 745/B
Koralai North 248/C
Koralai North 830
Koralai Pahala 167
Koralai South
Koralai South 277/A
Koralai South 700/C
Koralai South 869/B
Koralai West
Koralai West 45/C
Koralai West 497/A
Koralai West 87/A
Koralai West 885/C
Koralai West 908/B
Kothmale Central
Kothmale East 355/A
Kothmale East 508
Kothmale East 873
Kothmale Ihala
Kothmale Ihala 294/C
Kothmale North
Kothmale North 484
Kothmale North 527/A
Kothmale Pahala
Kothmale Pahala 141
Kothmale Pahala 968/C
Kothmale West
Kothmale West 602/B
Kothmale West 782
Kuchchaveli 353/B
Kuchchaveli 365
Kuchchaveli 661
Kuchchaveli 811/A
Kuchchaveli 894/A
Kuchchaveli Central
Kuchchaveli Central 490/A
Kuchchaveli East
Kuchchaveli East 295/C
Kuchchaveli Ihala
Kuchchaveli North
Kuchchaveli North 242
Kuchchaveli North 362/C
Kuchchaveli North 369/B
Kuchchaveli North 62/B
Kuchchaveli North 634/A
Kuchchaveli Pahala 978
Kuchchaveli South
Kuchchaveli South 544/A
Kuchchaveli West
Kuchchaveli West 49/B
Kudadeniya
Kudadeniya 827/B
Kudadeniya 978
Kudadeniya Central
Kudadeniya East 147/B
Kudadeniya East 98/A
Kudadeniya Ihala 712/A
Kudadeniya Ihala 75/B
Kudadeniya Ihala 809/A
Kudadeniya North 69/A
Kudadeniya West
Kudadeniya West 140/C
Kudagala 754
Kudagala 895/B
Kudagala North 920/A
Kudagala Pahala
Kudagala South
Kudagala South 144/A
Kudagala West 867/C
Kudagama
Kudagama East 390/B
Kudagama East 511/C
Kudagama Ihala 240/B
Kudagama North 98/B
Kudagama Pahala 110
Kudagama South 10/C
Kudagama South 149/A
Kudagama South 563
Kudagama West
Kudagama West 115/B
Kudagamuwa 721/C
Kudagamuwa 832/B
Kudagamuwa 907/B
Kudagamuwa East 308/A
Kudagamuwa East 416/A
Kudagamuwa Ihala
Kudagamuwa Ihala 492/A
Kudagamuwa Ihala 8/B
Kudagamuwa North 163/C
Kudagamuwa Pahala 419/B
Kudagamuwa Pahala 623
Kudagamuwa South 857/C
Kudagamuwa West
Kudagamuwa West 347
Kudagamuwa West 499
Kudagamuwa West 529/B
Kudagedara 218/A
Kudagedara 904/C
Kudagedara Central
Kudagedara East 76/B
Kudagedara Ihala
Kudagedara Ihala 522/B
Kudagedara North 1/A
Kudagedara North 557/C
Kudagedara North 975/B
Kudagedara Pahala
Kudagedara South
Kudagedara South 258/B
Kudagedara West 448
Kudagoda 307
Kudagoda Central
Kudagoda Central 372/C
Kudagoda Central 634/B
Kudagoda Central 936
Kudagoda Ihala
Kudagoda North 915/C
Kudagoda North 951/A
Kudagoda Pahala 305
Kudagoda Pahala 318/C
Kudagoda Pahala 694/A
Kudagoda Pahala 705/B
Kudagoda Pahala 979/B
Kudagoda South
Kudagoda South 419/C
Kudagoda South 888/C
Kudagoda West 211
Kudagoda West 810/C
Kudahena 552
Kudahena 860/A
Kudahena Central 757/A
Kudahena East
Kudahena Ihala
Kudahena Ihala 663/A
Kudahena Pahala
Kudahena Pahala 457/C
Kudahena West 578/A
Kudahena West 751
Kudakaduwa East
Kudakaduwa East 150/B
Kudakaduwa Ihala 23/B
Kudakaduwa Ihala 622/B
Kudakaduwa North
Kudakaduwa Pahala 126/C
Kudakanda 875
Kudakanda Central
Kudakanda East 374/C
Kudakanda Ihala 34
Kudakanda Ihala 599/A
Kudakanda North 198/C
Kudakanda North 460
Kudakanda South 103/C
Kudakanda South 316/B
Kudakanda West 45/B
Kudakumbura
Kudakumbura 132/A
Kudakumbura Central 263/A
Kudakumbura Central 272/B
Kudakumbura Central 578/A
Kudakumbura East 765/B
Kudakumbura East 998/B
Kudakumbura Ihala
Kudakumbura North
Kudakumbura Pahala
Kudakumbura Pahala 58/B
Kudakumbura Pahala 892
Kudakumbura South
Kudakumbura South 142/C
Kudakumbura South 418/B
Kudakumbura South 457/C
Kudakumbura West 5/A
Kudamulla 212/A
Kudamulla 557
Kudamulla Central 558/B
Kudamulla East 836
Kudamulla East 980/A
Kudamulla Ihala 600
Kudamulla North 535/B
Kudamulla Pahala 141/B
Kudamulla West
Kudamulla West 709/C
Kudaoya Central
Kudaoya Central 902/B
Kudaoya East 295/C
Kudaoya East 604/A
Kudaoya East 923/C
Kudaoya Ihala 85
Kudaoya North 342/C
Kudaoya North 430/A
Kudaoya Pahala
Kudaoya Pahala 59
Kudaoya South 320
Kudaoya South 698/C
Kudaoya South 822/B
Kudaoya West
Kudaoya West 19/C
Kudapitiya 34/B
Kudapitiya 479/B
Kudapitiya Central
Kudapitiya Central 976
Kudapitiya East
Kudapitiya Ihala
Kudapitiya Ihala 935/A
Kudapitiya Ihala 951/A
Kudapitiya North 290/A
Kudapitiya North 317/C
Kudapitiya North 705/A
Kudapitiya North 795/B
Kudapitiya Pahala 398/A
Kudapitiya Pahala 875/B
Kudapitiya West 405/C
Kudapitiya West 455
Kudapura 398/B
Kudapura Central
Kudapura Central 404
Kudapura East 557/A
Kudapura Ihala 199/B
Kudapura North
Kudapura North 253
Kudapura Pahala
Kudapura Pahala 630/C
Kudapura Pahala 715/A
Kudapura West
Kudapura West 105/C
Kudapura West 293/A
Kudatota 203/A
Kudatota 220/C
Kudatota 356/B
Kudatota 580/B
Kudatota Central
Kudatota Central 254
Kudatota East 943/C
Kudatota Ihala 249/C
Kudatota North 556
Kudatota North 639/C
Kudatota North 755
Kudatota Pahala 121/C
Kudatota Pahala 947/A
Kudatota South 142/C
Kudatota South 331
Kudatota South 759/B
Kudatota West
Kudatota West 231/C
Kudatota West 943/B
Kudawatta
Kudawatta 13/B
Kudawatta 201
Kudawatta 979/C
Kudawatta Central
Kudawatta Central 941
Kudawatta North 295/C
Kudawatta North 836/A
Kudawatta West
Kudawatta West 828/B
Kudawela 339
Kudawela Central 681/B
Kudawela East
Kudawela East 751/C
Kudawela Ihala 908
Kudawela North
Kudawela South
Kudawela South 502/B
Kudawela South 549/A
Kudawela South 811/B
Kudawela West
Kudawela West 39/C
Kudawela West 744/A
Kuliyapitiya 583/C
Kuliyapitiya 998/B
Kuliyapitiya Central
Kuliyapitiya Central 655/A
Kuliyapitiya East 767/B
Kuliyapitiya Ihala 707/A
Kuliyapitiya Ihala 899/A
Kuliyapitiya North 517/A
Kuliyapitiya North 65/C
Kuliyapitiya North 683/B
Kuliyapitiya North 746/C
Kuliyapitiya North 840
Kuliyapitiya Pahala 853
Kuliyapitiya South 676
Kuliyapitiya West 567/A
Kundasale 518
Kundasale Central 397/A
Kundasale Central 600/A
Kundasale East
Kundasale East 464/B
Kundasale East 524
Kundasale Ihala
Kundasale Ihala 392/A
Kundasale Ihala 440/B
Kundasale North
Kundasale North 45/A
Kundasale North 461/A
Kundasale Pahala
Kundasale Pahala 181/A
Kundasale Pahala 532
Kundasale South
Kundasale South 707/A
Kundasale South 971
Kundasale West 141/C
Kurunegala 393/B
Kurunegala 470
Kurunegala Central 804/C
Kurunegala East
Kurunegala East 883
Kurunegala Ihala
Kurunegala Ihala 137
Kurunegala North
Kurunegala North 161/C
Kurunegala North 595
Kurunegala North 693/A
Kurunegala North 793/C
Kurunegala Pahala 265/B
Kurunegala Pahala 496/C
Kurunegala Pahala 964/C
Kurunegala Pahala 987/C
Kurunegala South
Kurunegala South 476/C
Kurunegala South 898/A
Kurunegala West 588/A
Kurunegala West 843/A
Kuruvita
Kuruvita 303/A
Kuruvita 353/A
Kuruvita 590
Kuruvita 641/A
Kuruvita Central
Kuruvita Central 3/C
Kuruvita Central 785/B
Kuruvita East
Kuruvita East 186/A
Kuruvita East 269/B
Kuruvita Ihala
Kuruvita North 214/A
Kuruvita North 262/B
Kuruvita Pahala 150
Kuruvita South
Kuruvita South 239/A
Kuruvita South 398/B
Kuruvita South 540/C
Kuruvita South 685/C
Kuruvita West
Kuruvita West 161/C
Kuruvita West 18/A
Laggala 227/A
Laggala Central 202/B
Laggala Central 908
Laggala East
Laggala East 577/A
Laggala East 664/C
Laggala Ihala
Laggala Ihala 358/A
Laggala North 523/A
Laggala Pahala 827/B
Laggala South 932/C
Laggala West 315
Laggala West 880
Lahugala
Lahugala 912/A
Lahugala Central
Lahugala Central 317/C
Lahugala Central 468/A
Lahugala Central 604/C
Lahugala East 104
Lahugala East 396/C
Lahugala East 560
Lahugala Ihala
Lahugala Ihala 79
Lahugala Pahala
Lahugala Pahala 239/C
Lahugala Pahala 57/C
Lahugala South 248/B
Lahugala South 284/B
Lahugala South 440/B
Lahugala South 609/A
Lahugala West 50/C
Lahugala West 946/A
Lahugala West 994/B
Lankapura 28
Lankapura 794/B
Lankapura 906/C
Lankapura Central
Lankapura Central 248/C
Lankapura Central 451
Lankapura Central 521
Lankapura Central 588/B
Lankapura Central 74
Lankapura East 495/B
Lankapura East 862/A
Lankapura East 883/C
Lankapura Ihala
Lankapura Ihala 116
Lankapura Ihala 619/C
Lankapura Ihala 877/B
Lankapura North 131/B
Lankapura Pahala
Lankapura Pahala 192
Lankapura South
Lankapura South 415
Lankapura South 936/A
Lankapura West
Lankapura West 140
Lankapura West 207/A
Lankapura West 462/B
Lankapura West 610
Lankapura West 661
Lankapura West 823/C
Lunugala 861/A
Lunugala 922
Lunugala 975/B
Lunugala Central
Lunugala Central 519/C
Lunugala East
Lunugala East 29/B
Lunugala Ihala 118/B
Lunugala North
Lunugala North 343/C
Lunugala North 654/B
Lunugala Pahala
Lunugala Pahala 718/A
Lunugala Pahala 742/C
Lunugala Pahala 771/A
Lunugala South
Lunugala South 128/B
Lunugala South 482/B
Lunugala South 612
Lunugala South 894/A
Lunugala West
Lunugamvehera
Lunugamvehera Central 314/C
Lunugamvehera Central 451/C
Lunugamvehera Central 473/B
Lunugamvehera Central 913
Lunugamvehera East
Lunugamvehera East 205/C
Lunugamvehera Ihala
Lunugamvehera Ihala 23/C
Lunugamvehera Ihala 623
Lunugamvehera Ihala 910/B
Lunugamvehera North
Lunugamvehera North 271/B
Lunugamvehera North 943/B
Lunugamvehera Pahala 845
Lunugamvehera South 459/A
Lunugamvehera South 49
Lunugamvehera South 972/B
Lunugamvehera West 286/A
Lunugamvehera West 603
Lunugamvehera West 78/C
Madampe 674/C
Madampe Central 70/B
Madampe East
Madampe Ihala
Madampe Ihala 52
Madampe Ihala 551/B
Madampe Pahala 966/B
Madampe Pahala 995
Madampe South 47/B
Madampe South 876/A
Madampe West 446
Madhu
Madhu 148/B
Madhu 50/B
Madhu Central 478
Madhu Central 79/B
Madhu Central 869
Madhu East 5/A
Madhu East 69/A
Madhu Ihala 358/B
Madhu Ihala 475/C
Madhu North 829
Madhu Pahala
Madhu Pahala 112/B
Madhu West 291/A
Madhu West 425/A
Madhu West 715
Madhu West 851
Madulla 476/A
Madulla Central
Madulla Central 140/B
Madulla Central 495
Madulla Central 519/A
Madulla Central 59/B
Madulla East
Madulla East 995/A
Madulla Ihala
Madulla Ihala 376/C
Madulla Ihala 800
Madulla Ihala 943/A
Madulla North 430/A
Madulla Pahala
Madulla Pahala 276
Madulla Pahala 290/B
Madulla Pahala 370/C
Madulla Pahala 758/B
Madulla West
Madulla West 910/C
Madurawela 99/C
Madurawela Central
Madurawela Central 177/A
Madurawela Central 250/A
Madurawela Central 619
Madurawela East 426/A
Madurawela Ihala 596/B
Madurawela Ihala 849/A
Madurawela Ihala 969/C
Madurawela North
Madurawela North 280/C
Madurawela North 453/C
Madurawela North 531/B
Madurawela Pahala
Madurawela South
Madurawela West 485/C
Madurawela West 537/B
Madurawela West 731/A
Maha Oya
Maha Oya 876/A
Maha Oya Central 31/B
Maha Oya Central 429/A
Maha Oya Ihala
Maha Oya North
Maha Oya North 961
Maha Oya Pahala
Maha Oya Pahala 676/C
Maha Oya South 919/A
